Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",5,4.28,Vintage International,Paperback,372,1996,1967,,2017/09/17,,,read,,,,1,1
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",5,4.29,Penguin,Paperback,671,2002,1866,,2017/09/17,,,read,,,,1,1
38500,Women,Charles Bukowski,"Bukowski, Charles",,"=""0061177598""","=""9780061177590""",4,3.80,Ecco,Paperback,291,2007,1978,,2017/09/15,,,read,,,,1,1
141526,"Pulp: Charles Bukowski's Final Hardboiled Noir Comedy – Lady Death, Aliens, and the Absurd",Charles Bukowski,"Bukowski, Charles",,"=""0876859260""","=""9780876859261""",3,3.67,Ecco,Paperback,208,2002,1994,,2017/09/15,,,read,,,,1,1
38501,Ham on Rye,Charles Bukowski,"Bukowski, Charles",,"=""006117758X""","=""9780061177583""",5,4.14,Ecco,Paperback,288,2007,1982,,2017/09/15,,,read,,,,1,1
822115,The Complete Poems of Anna Akhmatova,Anna Akhmatova,"Akhmatova, Anna","Judith Hemschemeyer, Roberta Reeder","=""0939010275""","=""9780939010271""",5,4.42,Zephyr Press,Paperback,948,2000,1965,,2017/09/15,,,read,,,,1,0
78024,And Quiet Flows the Don,Mikhail Sholokhov,"Sholokhov, Mikhail",,"=""0460878905""","=""9780460878906""",5,4.11,Dent,Paperback,1408,1996,1928,,2017/09/15,,,read,,,,1,0
226378,A Hero of Our Time,Mikhail Lermontov,"Lermontov, Mikhail",Paul Foote,"=""014044176X""","=""9780140441765""",5,4.11,Penguin Classics,Paperback,185,1966,1840,,2017/09/15,,,read,,,,1,0
27822,Eugene Onegin,Alexander Pushkin,"Pushkin, Alexander",James E. Falen,"=""""","=""""",5,4.10,Oxford University Press,Paperback,240,1998,1831,,2017/09/15,,,read,,,,1,1
5693,Selected Stories of Anton Chekhov,Anton Chekhov,"Chekhov, Anton","Richard Pevear, Larissa Volokhonsky","=""0553381008""","=""9780553381009""",5,4.37,Modern Library,Paperback,467,2000,1903,,2017/09/15,,,read,,,,1,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",5,4.10,Vintage,Paperback,964,2012,1878,,2017/09/15,,,read,,,,1,1
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2017/09/15,,,read,,,,1,1
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",4,3.92,HarperCollins,Paperback,197,1993,1988,,2017/09/15,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",5,4.02,Plume,Paperback,129,2003,1945,,2017/09/15,,,read,,,,1,1
